SX3 D 0 ndiv 100
0 0.00182212
1 0.00183469
2 0.00211115
3 0.00191009
4 0.00164619
5 0.00185982
6 0.0015708
7 0.00185982
8 0.00179699
9 0.00209858
10 0.00185982
11 0.00158336
12 0.00189752
13 0.00183469
14 0.00167133
15 0.00159593
16 0.00164619
17 0.00131947
18 0.00188496
19 0.0014577
20 0.00191009
21 0.00202319
22 0.00154566
23 0.00183469
24 0.00165876
25 0.00164619
26 0.00197292
27 0.00169646
28 0.00163363
29 0.00198549
30 0.00168389
31 0.00170903
32 0.00165876
33 0.00199805
34 0.0015331
35 0.0016085
36 0.00174673
37 0.00152053
38 0.00183469
39 0.0014577
40 0.00172159
41 0.00184726
42 0.0015708
43 0.0015708
44 0.00148283
45 0.00163363
46 0.0014577
47 0.00131947
48 0.00148283
49 0.00162106
50 0.0013446
51 0.00177186
52 0.00143257
53 0.00124407
54 0.0015331
55 0.00162106
56 0.00163363
57 0.00135717
58 0.00154566
59 0.00144513
60 0.00136973
61 0.00140743
62 0.0013446
63 0.00163363
64 0.00128177
65 0.00163363
66 0.00116867
67 0.0013823
68 0.0013069
69 0.00136973
70 0.00115611
71 0.0012692
72 0.00144513
73 0.00103044
74 0.00124407
75 0.00105558
76 0.00121894
77 0.00125664
78 0.00133204
79 0.00135717
80 0.0013069
81 0.00113097
82 0.00131947
83 0.00142
84 0.00118124
85 0.0013446
86 0.00115611
87 0.00121894
88 0.00119381
89 0.00128177
90 0.00131947
91 0.0013446
92 0.00120637
93 0.00133204
94 0.00118124
95 0.00113097
96 0.00135717
97 0.00108071
98 0.00114354
99 0.00111841

SX3 U 0 ndiv 100
0 0.00108071
1 0.00121894
2 0.00113097
3 0.00116867
4 0.00124407
5 0.00119381
6 0.000917345
7 0.00129434
8 0.0012315
9 0.0012692
10 0.00136973
11 0.0012692
12 0.00142
13 0.0013823
14 0.00115611
15 0.00113097
16 0.00140743
17 0.00111841
18 0.00133204
19 0.00113097
20 0.00140743
21 0.00118124
22 0.00116867
23 0.00144513
24 0.00152053
25 0.00159593
26 0.00124407
27 0.00124407
28 0.00152053
29 0.00147027
30 0.00147027
31 0.0013446
32 0.00116867
33 0.00158336
34 0.00131947
35 0.0014954
36 0.00133204
37 0.00158336
38 0.00167133
39 0.00154566
40 0.0014954
41 0.00135717
42 0.00150796
43 0.00143257
44 0.00150796
45 0.0016085
46 0.00159593
47 0.00147027
48 0.0016085
49 0.0013446
50 0.00150796
51 0.0015331
52 0.00159593
53 0.00185982
54 0.0014577
55 0.00150796
56 0.00187239
57 0.00172159
58 0.00158336
59 0.00150796
60 0.00159593
61 0.00163363
62 0.00159593
63 0.00172159
64 0.0016085
65 0.00162106
66 0.00154566
67 0.00144513
68 0.00180956
69 0.00140743
70 0.00178442
71 0.00124407
72 0.0014577
73 0.00196035
74 0.00175929
75 0.00173416
76 0.00143257
77 0.00172159
78 0.0016085
79 0.00165876
80 0.00168389
81 0.00175929
82 0.00183469
83 0.00182212
84 0.00170903
85 0.00165876
86 0.00192265
87 0.00185982
88 0.00196035
89 0.00219911
90 0.00193522
91 0.00173416
92 0.00214885
93 0.00184726
94 0.00184726
95 0.00159593
96 0.00188496
97 0.00207345
98 0.00158336
99 0.00202319

SX3 D 1 ndiv 100
0 0.00177186
1 0.00182212
2 0.0016085
3 0.00164619
4 0.00192265
5 0.00173416
6 0.00188496
7 0.00188496
8 0.00155823
9 0.00162106
10 0.00169646
11 0.00185982
12 0.00175929
13 0.00196035
14 0.00148283
15 0.00188496
16 0.00197292
17 0.00179699
18 0.00167133
19 0.00179699
20 0.0015708
21 0.00199805
22 0.00193522
23 0.00187239
24 0.00162106
25 0.00174673
26 0.00175929
27 0.00178442
28 0.0015331
29 0.00185982
30 0.0015331
31 0.00187239
32 0.00143257
33 0.00169646
34 0.00167133
35 0.00169646
36 0.00165876
37 0.00140743
38 0.00147027
39 0.00179699
40 0.0014577
41 0.00174673
42 0.00144513
43 0.0016085
44 0.00155823
45 0.0016085
46 0.0016085
47 0.0015331
48 0.00165876
49 0.00159593
50 0.00163363
51 0.00147027
52 0.00143257
53 0.00140743
54 0.00139487
55 0.00136973
56 0.00154566
57 0.0014954
58 0.00135717
59 0.0014954
60 0.00184726
61 0.00100531
62 0.0015331
63 0.00155823
64 0.00159593
65 0.00118124
66 0.00162106
67 0.00120637
68 0.0012315
69 0.00129434
70 0.00128177
71 0.00159593
72 0.00159593
73 0.0013823
74 0.00142
75 0.00128177
76 0.0012692
77 0.00121894
78 0.00140743
79 0.0012315
80 0.00135717
81 0.0012692
82 0.00115611
83 0.00131947
84 0.00115611
85 0.0013069
86 0.0013446
87 0.0013446
88 0.00119381
89 0.00113097
90 0.00100531
91 0.00111841
92 0.00116867
93 0.0013446
94 0.00110584
95 0.00104301
96 0.00136973
97 0.00128177
98 0.00118124
99 0.00140743

SX3 U 1 ndiv 100
0 0.000929911
1 0.00133204
2 0.00100531
3 0.00128177
4 0.00108071
5 0.00105558
6 0.00131947
7 0.00115611
8 0.00109327
9 0.0012692
10 0.00110584
11 0.00147027
